INTERACTION_TYPE,INTERACTION_CATEGORY,VENUE,CREATE_DATE,INTERACTION_VENUE,RESIDENCY_PROGRAM,INITIATIVE,PRODUCT_NAME,PRODUCT__GROUP,DPO_COMPOUND,Customer Type,INITIATIVE__CATEGORY,MSL_ID,MSL,CALL_ID,THERAPY_NAME,CUSTOMER_TYPE,NAME,TOTAL_CLINICAL_PROGRAM_ATTENDEES,IS_PARENT__C,CLINICAL_INTERACTION_DETAIL_ID,INITIATIVES,INTERACTION_NAME,BIFURCATION
Telephone,In-Person,Proactive,19-06-2024,Practice-Site,TRUE,Initiative 10,Product 2,Product Group 1,Compound 4,KOL,Portfolio Management,4D97B912,Dimtri,f5c800a4b98548c097,THERAPY 1,NON-KOL,WCT-410368,11,TRUE,e99FT823289,Initiative 10,IJ489429,MED
Telephone,Online,Other,28-12-2023,Off-Site,FALSE,Initiative 10,Product 2,Product Group 3,Compound 4,KOL,Study Support,FD5C1C64,Gloria,492b24aba5254f4598,THERAPY 3,NON-KOL,WCT-410031,9,FALSE,e99FT475384,Initiative 11,IJ280329,MED
Telephone,Online,Reactive,25-10-2024,Clinical Program Proactive,TRUE,Initiative 9,Product 1,Product Group 1,Compound 5,KOL,Portfolio Management,FDB3BA57,Merry,9ccb5dbc3c764e5bb2,THERAPY 1,NON-KOL,WCT-410688,20,TRUE,e99FT750523,Initiative 12,IJ779363,COMM
Telephone,Mail,Reactive,29-04-2023,Clinical Program Reactive,FALSE,Initiative 7,Product 1,Product Group 3,Compound 1,KOL,Best Clinical Practices,07B82F43,Denver,d99f36bebbef4b8195,THERAPY 3,Non KOL,WCT-410671,8,TRUE,e99FT994237,Initiative 4,IJ332459,MED
Digital,Mail,Proactive,22-08-2023,Off-Site,TRUE,Initiative 3,Product 2,Product Group 2,Compound 4,Others,FAS BTX Differentiations,28E8EFFB,Edward,ca95191811fa4bfa88,THERAPY 3,NON-KOL,WCT-410735,11,TRUE,e99FT430590,Initiative 2,IJ379756,COMM
Digital,Call,Proactive,09-12-2024,Off-Site,FALSE,Initiative 12,Product 1,Product Group 3,Compound 3,KOL,Study Support,BDB0E82D,Shane,c2388cfe963c4aa49b,THERAPY 2,Non KOL,WCT-410917,0,TRUE,e99FT380072,Initiative 4,IJ896248,MED
Video Conferencing,Mail,Proactive,14-10-2023,Off-Site,FALSE,Initiative 3,Product 1,Product Group 1,Compound 4,KOL,FAS BTX Differentiations,4E3AA407,Daniella,55bf3c25fbfb43b689,THERAPY 3,NON-KOL,WCT-410721,3,TRUE,e99FT554692,Initiative 4,IJ726766,MED
Digital,Mail,Proactive,08-01-2025,Clinical Program Proactive,TRUE,Initiative 11,Product 2,Product Group 1,Compound 2,Others,Elite Launch Support,D7B0EE2E,Kevin,c04d53dc48324f18b5,THERAPY 2,Non KOL,WCT-410357,21,TRUE,e99FT974487,Initiative 10,IJ834411,COMM
Video Conferencing,Mail,Other,19-11-2024,Off-Site,FALSE,Initiative 2,Product 2,Product Group 3,Compound 1,KOL,FAS BTX Differentiations,673531,Robin,0666f34550f44f5691,THERAPY 2,Non KOL,WCT-410925,13,TRUE,e99FT727679,Initiative 4,IJ181955,MED
Digital,Online,Reactive,19-04-2023,Off-Site,TRUE,Initiative 11,Product 3,Product Group 3,Compound 3,Others,Portfolio Management,3EAC82D7,Edward,c997039c3455450d9b,THERAPY 1,KOL,WCT-410963,19,TRUE,e99FT213285,Initiative 11,IJ512188,COMM
Digital,Mail,Reactive,01-06-2023,Clinical Program Reactive,FALSE,Initiative 3,Product 3,Product Group 2,Compound 1,Others,Best Clinical Practices,8B32D289,Paul,25ba82cbfe1645e1be,THERAPY 1,KOL,WCT-410302,15,FALSE,e99FT105547,Initiative 8,IJ758154,COMM
Video Conferencing,Online,Proactive,31-12-2023,Clinical Program Reactive,FALSE,Initiative 11,Product 3,Product Group 1,Compound 5,KOL,Study Support,747B2459,Robin,95b89e9f1697424ea5,THERAPY 2,Non KOL,WCT-410198,0,TRUE,e99FT825480,Initiative 6,IJ164817,MED
Telephone,Online,Other,03-08-2024,Off-Site,FALSE,Initiative 7,Product 1,Product Group 2,Compound 3,Others,Best Clinical Practices,5F1EF438,Dimtri,df80eed4d6474e7fb8,THERAPY 2,Non KOL,WCT-410328,12,FALSE,e99FT680685,Initiative 4,IJ732871,MED
Telephone,Online,Other,17-07-2024,Practice-Site,TRUE,Initiative 3,Product 1,Product Group 1,Compound 4,KOL,Elite Launch Support,AD01D613,Mathew,0ac79ed0c9cb4bde9d,THERAPY 2,KOL,WCT-410005,17,TRUE,e99FT773666,Initiative 11,IJ841162,COMM
Face to Face,Mail,Proactive,13-10-2024,Practice-Site,TRUE,Initiative 3,Product 2,Product Group 2,Compound 2,Others,Elite Launch Support,A216F8A4,Mathew,ca06582a739140b3b4,THERAPY 3,NON-KOL,WCT-410960,20,FALSE,e99FT907773,Initiative 8,IJ283273,COMM
Telephone,In-Person,Other,05-05-2023,Clinical Program Proactive,FALSE,Initiative 10,Product 2,Product Group 3,Compound 5,KOL,Elite Launch Support,AA54F83B,Kevin,6e53780d8d8548ee8a,THERAPY 3,Non KOL,WCT-410744,14,FALSE,e99FT432339,Initiative 6,IJ879617,COMM
Telephone,Online,Proactive,10-01-2025,Practice-Site,TRUE,Initiative 8,Product 3,Product Group 1,Compound 3,Others,Study Support,78EE4BB9,Dimtri,bd048e718df345f797,THERAPY 2,NON-KOL,WCT-410123,8,FALSE,e99FT797194,Initiative 11,IJ280953,MED
Face to Face,Mail,Other,21-06-2023,Off-Site,TRUE,Initiative 1,Product 3,Product Group 3,Compound 3,Others,Elite Launch Support,F9D8FE02,Robin,212f3cc41c5b43ad98,THERAPY 1,Non KOL,WCT-410594,12,TRUE,e99FT410318,Initiative 9,IJ349942,COMM
Face to Face,Online,Reactive,15-04-2023,Clinical Program Reactive,TRUE,Initiative 1,Product 1,Product Group 1,Compound 5,KOL,Best Clinical Practices,DFE542F5,Daniella,060ef997f0f64fc485,THERAPY 3,NON-KOL,WCT-410772,24,FALSE,e99FT347819,Initiative 2,IJ317898,COMM
Telephone,In-Person,Reactive,13-06-2023,Clinical Program Reactive,TRUE,Initiative 5,Product 1,Product Group 2,Compound 5,Others,Study Support,48E05812,Gloria,6f177fac1a19462493,THERAPY 2,Non KOL,WCT-410950,5,TRUE,e99FT254144,Initiative 10,IJ888606,COMM
Video Conferencing,Mail,Other,17-12-2024,Clinical Program Reactive,FALSE,Initiative 4,Product 1,Product Group 1,Compound 4,Others,FAS BTX Differentiations,D1F6033C,Robin,219d9ee8a1c54523b9,THERAPY 3,NON-KOL,WCT-410546,14,FALSE,e99FT471537,Initiative 12,IJ899531,COMM
Telephone,Online,Reactive,08-06-2024,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,1AEFA9CA,Edward,dd79f07da15e428bac,THERAPY 1,KOL,WCT-410800,4,TRUE,e99FT677356,Initiative 5,IJ445533,MED
Video Conferencing,Call,Other,22-05-2023,Practice-Site,TRUE,Initiative 9,Product 1,Product Group 3,Compound 3,KOL,Portfolio Management,0464CB6B,Collin,7d0f6fcbb62a4ec899,THERAPY 3,NON-KOL,WCT-410514,11,FALSE,e99FT120305,Initiative 10,IJ219330,COMM
Video Conferencing,In-Person,Proactive,29-08-2023,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 1,Compound 1,KOL,Best Clinical Practices,FB563065,Robin,c99fc7fe8de84c37b7,THERAPY 3,NON-KOL,WCT-410278,20,TRUE,e99FT418100,Initiative 7,IJ454103,COMM
Face to Face,Mail,Reactive,26-07-2023,Clinical Program Proactive,FALSE,Initiative 5,Product 2,Product Group 1,Compound 4,KOL,Best Clinical Practices,97B154B6,Gloria,f23c1cb1589e4559ac,THERAPY 3,Non KOL,WCT-410537,0,TRUE,e99FT893948,Initiative 8,IJ506161,COMM
Telephone,Online,Reactive,28-05-2023,Practice-Site,TRUE,Initiative 6,Product 3,Product Group 3,Compound 2,KOL,Elite Launch Support,D60A24E7,Merry,793bc7da897f4a599e,THERAPY 3,KOL,WCT-410246,2,TRUE,e99FT663381,Initiative 1,IJ652253,MED
Video Conferencing,Online,Proactive,08-10-2023,Off-Site,TRUE,Initiative 10,Product 1,Product Group 3,Compound 5,KOL,Study Support,E1DF7E41,Dimtri,8542494430254956be,THERAPY 1,Non KOL,WCT-410226,20,TRUE,e99FT452593,Initiative 9,IJ157935,MED
Face to Face,Online,Reactive,29-11-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 2,Product Group 2,Compound 1,KOL,Best Clinical Practices,E18B9D4B,Daniella,7f5212054f3b48e7a8,THERAPY 2,NON-KOL,WCT-410826,7,TRUE,e99FT377029,Initiative 8,IJ491707,MED
Digital,Mail,Other,01-02-2024,Clinical Program Reactive,FALSE,Initiative 5,Product 1,Product Group 2,Compound 5,KOL,Best Clinical Practices,219004D7,Shane,efcede66382c40cb82,THERAPY 1,NON-KOL,WCT-410869,22,TRUE,e99FT642503,Initiative 1,IJ865357,COMM
Face to Face,In-Person,Other,28-03-2024,Clinical Program Proactive,FALSE,Initiative 10,Product 1,Product Group 2,Compound 1,KOL,Portfolio Management,77CB42ED,Mathew,27dc45027cea432eab,THERAPY 3,Non KOL,WCT-410867,10,FALSE,e99FT895943,Initiative 6,IJ133865,COMM
Digital,In-Person,Reactive,09-08-2024,Practice-Site,FALSE,Initiative 4,Product 1,Product Group 1,Compound 3,Others,Best Clinical Practices,F6ABA32C,Kevin,70c04cba0e754ba6a8,THERAPY 3,KOL,WCT-410930,23,TRUE,e99FT728648,Initiative 6,IJ758375,MED
Face to Face,Call,Reactive,19-11-2024,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 2,Compound 2,Others,Best Clinical Practices,7EDE6232,Collin,245097bad03346d986,THERAPY 1,Non KOL,WCT-410575,4,FALSE,e99FT810062,Initiative 11,IJ552441,MED
Digital,Mail,Other,02-02-2024,Clinical Program Proactive,FALSE,Initiative 11,Product 2,Product Group 3,Compound 3,Others,Elite Launch Support,D5B91746,Dimtri,73fca5b5e2eb4243bc,THERAPY 3,Non KOL,WCT-410958,17,FALSE,e99FT458995,Initiative 9,IJ931600,COMM
Face to Face,Call,Proactive,31-03-2024,Off-Site,FALSE,Initiative 9,Product 3,Product Group 3,Compound 5,Others,Portfolio Management,39759646,Harry,ac96e0ed0c3c4d568e,THERAPY 1,NON-KOL,WCT-410237,5,TRUE,e99FT299771,Initiative 4,IJ150517,MED
Digital,Online,Reactive,30-11-2024,Off-Site,FALSE,Initiative 8,Product 1,Product Group 3,Compound 2,KOL,Best Clinical Practices,E3390650,Chris,876706f3f20a4ee7a6,THERAPY 2,KOL,WCT-410889,10,TRUE,e99FT867236,Initiative 8,IJ580932,MED
Digital,Mail,Other,08-02-2024,Off-Site,FALSE,Initiative 1,Product 1,Product Group 1,Compound 3,KOL,Best Clinical Practices,BE388C28,Mathew,9b90bcee10234adc97,THERAPY 1,KOL,WCT-410187,4,TRUE,e99FT118115,Initiative 1,IJ782574,MED
Digital,In-Person,Other,16-07-2023,Off-Site,FALSE,Initiative 4,Product 1,Product Group 1,Compound 4,Others,Best Clinical Practices,2F5CA5EF,Shane,cd9316cec79142b39f,THERAPY 2,KOL,WCT-410608,14,TRUE,e99FT295780,Initiative 7,IJ580432,COMM
Face to Face,Online,Other,20-11-2024,Clinical Program Reactive,TRUE,Initiative 6,Product 2,Product Group 3,Compound 5,KOL,FAS BTX Differentiations,C3347CB5,Elvin,7b179d884cbc49ccb0,THERAPY 3,KOL,WCT-410533,1,FALSE,e99FT751502,Initiative 4,IJ831147,COMM
Digital,Online,Proactive,18-04-2024,Clinical Program Proactive,TRUE,Initiative 8,Product 3,Product Group 1,Compound 3,Others,Study Support,0BC26046,Glen,fb0f7cdfd5c04a8291,THERAPY 2,NON-KOL,WCT-410427,15,TRUE,e99FT696147,Initiative 8,IJ704572,MED
Video Conferencing,In-Person,Other,30-09-2024,Practice-Site,TRUE,Initiative 9,Product 3,Product Group 1,Compound 5,Others,FAS BTX Differentiations,BF707AF8,Denver,5c8a716c16b8463cbb,THERAPY 3,KOL,WCT-410400,24,TRUE,e99FT828817,Initiative 5,IJ967752,MED
Telephone,Mail,Proactive,08-08-2024,Off-Site,TRUE,Initiative 3,Product 2,Product Group 1,Compound 5,KOL,Best Clinical Practices,B08A5AFC,Bella,66bb876489464aeb8c,THERAPY 3,Non KOL,WCT-410001,6,FALSE,e99FT514714,Initiative 9,IJ433017,COMM
Telephone,Mail,Reactive,29-05-2023,Practice-Site,TRUE,Initiative 9,Product 2,Product Group 2,Compound 2,KOL,Best Clinical Practices,A0EF1488,Amanda,a8bfbf3eb8954b909d,THERAPY 1,Non KOL,WCT-410486,19,TRUE,e99FT291981,Initiative 3,IJ227174,MED
Video Conferencing,Mail,Proactive,22-09-2023,Off-Site,TRUE,Initiative 9,Product 2,Product Group 1,Compound 1,Others,Portfolio Management,83F9C5B6,Steve,6761b0d4c8cc4f1cbb,THERAPY 3,NON-KOL,WCT-410604,23,TRUE,e99FT882720,Initiative 7,IJ720966,MED
Digital,Mail,Reactive,31-07-2024,Practice-Site,FALSE,Initiative 8,Product 3,Product Group 3,Compound 3,KOL,Study Support,5A99F919,Alyssa,b2a04e02f2fa424092,THERAPY 3,Non KOL,WCT-410093,23,TRUE,e99FT541766,Initiative 7,IJ247413,COMM
Digital,Online,Other,21-01-2025,Clinical Program Proactive,FALSE,Initiative 6,Product 3,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,8925F36E,Morgan,765a7a3252df4894bf,THERAPY 3,Non KOL,WCT-410578,12,TRUE,e99FT854830,Initiative 5,IJ341848,COMM
Telephone,Mail,Other,21-01-2025,Clinical Program Proactive,FALSE,Initiative 5,Product 3,Product Group 1,Compound 1,KOL,Elite Launch Support,644C1607,Meilena,14d1e18a183245e5bd,THERAPY 3,NON-KOL,WCT-410826,7,TRUE,e99FT268940,Initiative 8,IJ957553,MED
Video Conferencing,Online,Proactive,07-10-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 3,Product Group 1,Compound 1,KOL,Study Support,124558EB,Alyssa,a99c8080c78944cda3,THERAPY 3,NON-KOL,WCT-410240,24,FALSE,e99FT636795,Initiative 8,IJ619049,COMM
Telephone,Mail,Reactive,27-08-2023,Off-Site,FALSE,Initiative 8,Product 2,Product Group 2,Compound 4,Others,Best Clinical Practices,3B9735FC,Sanchez,63b82ebfe9d44eac8f,THERAPY 2,NON-KOL,WCT-410740,6,TRUE,e99FT390616,Initiative 3,IJ775424,MED
Digital,Call,Proactive,03-08-2023,Clinical Program Reactive,TRUE,Initiative 8,Product 1,Product Group 3,Compound 1,KOL,Best Clinical Practices,1135C143,Sanchez,6fecf2c2c4a34962bb,THERAPY 2,KOL,WCT-410276,16,FALSE,e99FT665287,Initiative 4,IJ675981,MED
Video Conferencing,Call,Reactive,23-09-2024,Practice-Site,TRUE,Initiative 8,Product 2,Product Group 3,Compound 1,Others,Elite Launch Support,B389C258,Alyssa,4968e87007394463a4,THERAPY 3,NON-KOL,WCT-410037,24,TRUE,e99FT964901,Initiative 6,IJ799291,COMM
Video Conferencing,Mail,Reactive,30-08-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 2,Product Group 1,Compound 3,KOL,Elite Launch Support,664D8E2E,Harry,fadb481bbfb84aa393,THERAPY 1,Non KOL,WCT-410841,16,TRUE,e99FT375591,Initiative 11,IJ499645,MED
Face to Face,In-Person,Proactive,26-09-2024,Off-Site,TRUE,Initiative 5,Product 3,Product Group 1,Compound 2,Others,Study Support,6.68E+132,Jorge,4b84de8b91424cb4bc,THERAPY 2,Non KOL,WCT-410644,24,TRUE,e99FT951206,Initiative 2,IJ714690,COMM
Digital,Mail,Reactive,17-12-2023,Off-Site,TRUE,Initiative 7,Product 3,Product Group 1,Compound 3,Others,Best Clinical Practices,4E9A6AD2,Robin,35e3ea95348645119c,THERAPY 2,NON-KOL,WCT-410994,15,TRUE,e99FT564411,Initiative 1,IJ434104,MED
Video Conferencing,Call,Proactive,21-07-2024,Practice-Site,FALSE,Initiative 12,Product 1,Product Group 1,Compound 4,KOL,Portfolio Management,9444400D,Shane,95dee67c15954de79f,THERAPY 1,Non KOL,WCT-410753,16,FALSE,e99FT564547,Initiative 7,IJ905555,MED
Digital,Call,Other,05-08-2023,Off-Site,TRUE,Initiative 5,Product 3,Product Group 1,Compound 3,Others,FAS BTX Differentiations,ABD0DBE7,Merry,28351b086b744049a8,THERAPY 3,KOL,WCT-410241,6,TRUE,e99FT783684,Initiative 6,IJ961073,COMM
Face to Face,Mail,Proactive,12-05-2023,Off-Site,TRUE,Initiative 11,Product 1,Product Group 3,Compound 2,Others,FAS BTX Differentiations,D91E152A,Meilena,5811fe78c1434ffe94,THERAPY 2,Non KOL,WCT-410609,6,TRUE,e99FT327696,Initiative 1,IJ109188,MED
Face to Face,Online,Other,09-06-2023,Clinical Program Reactive,TRUE,Initiative 12,Product 2,Product Group 3,Compound 5,KOL,FAS BTX Differentiations,D3C7BD2C,Edward,538e0af945434211af,THERAPY 2,NON-KOL,WCT-410371,12,FALSE,e99FT940833,Initiative 11,IJ256005,COMM
Video Conferencing,Mail,Other,22-07-2024,Practice-Site,TRUE,Initiative 2,Product 3,Product Group 1,Compound 3,Others,Elite Launch Support,8BFCC2AE,Collin,ecd4b856bd244ef38d,THERAPY 2,Non KOL,WCT-410140,11,FALSE,e99FT207153,Initiative 3,IJ555539,MED
Video Conferencing,Mail,Reactive,25-12-2024,Clinical Program Reactive,FALSE,Initiative 6,Product 1,Product Group 2,Compound 2,KOL,Portfolio Management,763706A2,Morgan,f69009a4b1ef4dc687,THERAPY 1,Non KOL,WCT-410493,8,TRUE,e99FT371103,Initiative 2,IJ185643,MED
Face to Face,Mail,Proactive,14-08-2023,Off-Site,TRUE,Initiative 2,Product 1,Product Group 3,Compound 1,Others,Study Support,6550EE1E,Daniella,8e425127ee714e31a9,THERAPY 1,KOL,WCT-410813,9,FALSE,e99FT119995,Initiative 8,IJ940773,COMM
Face to Face,Online,Reactive,20-07-2023,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 2,Compound 3,Others,Elite Launch Support,1208045B,Paul,a0ed6df26bb047a687,THERAPY 2,KOL,WCT-410316,21,TRUE,e99FT232984,Initiative 7,IJ828700,MED
Telephone,In-Person,Other,12-04-2023,Practice-Site,TRUE,Initiative 11,Product 1,Product Group 3,Compound 4,Others,Elite Launch Support,2A5CB61B,Bella,2cdc9429347f490381,THERAPY 3,KOL,WCT-410890,0,FALSE,e99FT441733,Initiative 7,IJ544220,COMM
Digital,In-Person,Reactive,14-05-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 1,Product Group 3,Compound 1,Others,Study Support,BEEBDDFF,Shane,8467e0693c7c42b8b4,THERAPY 3,NON-KOL,WCT-410873,13,FALSE,e99FT422748,Initiative 1,IJ826736,COMM
Telephone,Mail,Reactive,07-04-2024,Clinical Program Proactive,TRUE,Initiative 11,Product 2,Product Group 3,Compound 5,Others,Elite Launch Support,0EC149F2,Alyssa,72cc24f135614cf593,THERAPY 2,Non KOL,WCT-410898,2,FALSE,e99FT642663,Initiative 9,IJ867611,MED
Face to Face,Online,Proactive,10-08-2023,Clinical Program Reactive,TRUE,Initiative 4,Product 1,Product Group 2,Compound 1,Others,FAS BTX Differentiations,455DE595,Collin,0bf68c9afb3640fb98,THERAPY 1,KOL,WCT-410285,8,TRUE,e99FT818819,Initiative 4,IJ909229,COMM
Telephone,Mail,Proactive,26-12-2023,Off-Site,TRUE,Initiative 5,Product 2,Product Group 2,Compound 2,KOL,Best Clinical Practices,09BB3F50,Meilena,ad96d64ab6f447a784,THERAPY 2,Non KOL,WCT-410882,0,FALSE,e99FT312160,Initiative 1,IJ614693,COMM
Video Conferencing,Mail,Other,14-10-2024,Off-Site,TRUE,Initiative 9,Product 3,Product Group 1,Compound 3,Others,FAS BTX Differentiations,4C3F396D,Glen,401c4394e9b34379bd,THERAPY 3,KOL,WCT-410492,12,TRUE,e99FT277793,Initiative 3,IJ107570,COMM
Video Conferencing,Online,Other,16-02-2024,Clinical Program Proactive,TRUE,Initiative 11,Product 1,Product Group 1,Compound 1,Others,Study Support,762642C0,Mathew,aae8722005974cc69a,THERAPY 2,NON-KOL,WCT-410368,19,TRUE,e99FT381108,Initiative 7,IJ893699,MED
Telephone,In-Person,Other,05-04-2025,Clinical Program Proactive,TRUE,Initiative 4,Product 1,Product Group 3,Compound 5,Others,FAS BTX Differentiations,A4402906,Edward,15119b3095f54251b7,THERAPY 1,NON-KOL,WCT-410137,25,TRUE,e99FT340293,Initiative 5,IJ806439,COMM
Face to Face,In-Person,Proactive,15-09-2023,Clinical Program Proactive,TRUE,Initiative 10,Product 1,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,5CB06618,Gloria,a3ef0543291544c492,THERAPY 1,Non KOL,WCT-410259,11,TRUE,e99FT947052,Initiative 10,IJ257927,COMM
Face to Face,Call,Reactive,09-06-2024,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 2,Compound 2,KOL,Best Clinical Practices,00EAB6FF,Morgan,21de3d9deac6440b92,THERAPY 1,KOL,WCT-410474,23,FALSE,e99FT572278,Initiative 10,IJ555508,COMM
Video Conferencing,Online,Other,11-07-2024,Clinical Program Proactive,FALSE,Initiative 2,Product 2,Product Group 2,Compound 4,KOL,Portfolio Management,670CA24F,Denver,eb9361f10ba44b2881,THERAPY 3,KOL,WCT-410889,6,TRUE,e99FT819606,Initiative 1,IJ411408,MED
Video Conferencing,Call,Reactive,27-07-2023,Practice-Site,TRUE,Initiative 4,Product 2,Product Group 3,Compound 1,Others,Best Clinical Practices,D14D1253,Steve,cd2ab48e16a34ec392,THERAPY 1,Non KOL,WCT-410231,13,TRUE,e99FT406705,Initiative 7,IJ771245,MED
Face to Face,In-Person,Reactive,14-09-2023,Practice-Site,TRUE,Initiative 5,Product 2,Product Group 3,Compound 5,Others,Portfolio Management,050FA017,Edward,1652c34bc14749fa8e,THERAPY 2,NON-KOL,WCT-410567,3,TRUE,e99FT886990,Initiative 10,IJ987944,MED
Telephone,Mail,Reactive,18-02-2024,Off-Site,FALSE,Initiative 7,Product 1,Product Group 2,Compound 5,KOL,FAS BTX Differentiations,84BF8307,Kren,9fb8ec2926914986bd,THERAPY 3,Non KOL,WCT-410385,15,TRUE,e99FT984814,Initiative 2,IJ147234,COMM
Video Conferencing,Mail,Reactive,04-05-2023,Clinical Program Proactive,FALSE,Initiative 11,Product 1,Product Group 3,Compound 5,KOL,Study Support,59C70568,Steve,c2a89480ef964eca92,THERAPY 1,KOL,WCT-410236,3,FALSE,e99FT559842,Initiative 9,IJ557965,COMM
Face to Face,Call,Other,07-12-2024,Clinical Program Proactive,FALSE,Initiative 12,Product 2,Product Group 1,Compound 5,KOL,Elite Launch Support,41FBADF0,Edward,848099312e9b45599b,THERAPY 1,NON-KOL,WCT-410907,25,FALSE,e99FT852887,Initiative 9,IJ642693,MED
Face to Face,Mail,Other,17-05-2024,Clinical Program Reactive,TRUE,Initiative 1,Product 3,Product Group 3,Compound 2,KOL,Elite Launch Support,A3F02C38,Chris,bf16c61a08e3428a86,THERAPY 2,KOL,WCT-410086,25,TRUE,e99FT605405,Initiative 8,IJ953048,COMM
Face to Face,Call,Reactive,01-02-2024,Clinical Program Proactive,FALSE,Initiative 5,Product 3,Product Group 3,Compound 4,KOL,FAS BTX Differentiations,BA7810B4,Shane,5acc3765a8414cfba5,THERAPY 2,KOL,WCT-410061,1,TRUE,e99FT843706,Initiative 3,IJ844001,MED
Face to Face,Call,Proactive,29-03-2024,Practice-Site,TRUE,Initiative 2,Product 3,Product Group 2,Compound 1,Others,FAS BTX Differentiations,1CD48C23,Gloria,8ea4fc5bbdbc4870b5,THERAPY 3,KOL,WCT-410592,8,FALSE,e99FT851126,Initiative 8,IJ428120,MED
Digital,Mail,Proactive,07-11-2023,Off-Site,FALSE,Initiative 6,Product 2,Product Group 1,Compound 2,Others,Portfolio Management,695641D5,Harry,39cab814154646ec94,THERAPY 1,KOL,WCT-410971,10,FALSE,e99FT910401,Initiative 11,IJ685005,COMM
Digital,In-Person,Proactive,03-09-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 2,Product Group 1,Compound 3,Others,Portfolio Management,C9BFF671,Bella,90e4ee968f0343fbbb,THERAPY 3,KOL,WCT-410501,10,FALSE,e99FT390747,Initiative 12,IJ147126,MED
Video Conferencing,Online,Reactive,13-07-2023,Clinical Program Reactive,TRUE,Initiative 10,Product 1,Product Group 1,Compound 1,Others,Study Support,FA98B4A4,Daniella,c21c854ad7404c21a4,THERAPY 1,NON-KOL,WCT-410162,12,TRUE,e99FT668886,Initiative 6,IJ292997,COMM
Video Conferencing,Online,Other,04-01-2024,Clinical Program Proactive,TRUE,Initiative 1,Product 1,Product Group 1,Compound 5,KOL,Portfolio Management,B9691BDA,Chris,cd5e65550f3d4b018e,THERAPY 3,NON-KOL,WCT-410548,1,FALSE,e99FT328439,Initiative 5,IJ511061,COMM
Telephone,Mail,Proactive,16-12-2023,Clinical Program Reactive,TRUE,Initiative 1,Product 2,Product Group 3,Compound 3,Others,FAS BTX Differentiations,B4FA3C4F,Dimtri,46bea7672f4d457cb9,THERAPY 2,NON-KOL,WCT-410107,15,FALSE,e99FT850546,Initiative 10,IJ780645,COMM
Face to Face,Call,Other,28-05-2023,Off-Site,TRUE,Initiative 12,Product 3,Product Group 2,Compound 1,KOL,Elite Launch Support,F8AC20E3,Harry,c16a564c12214dcf8e,THERAPY 1,NON-KOL,WCT-410039,25,FALSE,e99FT794250,Initiative 12,IJ273574,MED
Telephone,Online,Other,26-11-2023,Practice-Site,TRUE,Initiative 7,Product 1,Product Group 3,Compound 5,Others,Elite Launch Support,13C3F303,Paul,64ae5df4680d4bed8e,THERAPY 2,Non KOL,WCT-410553,12,FALSE,e99FT404979,Initiative 8,IJ119941,COMM
Digital,Mail,Reactive,13-09-2023,Clinical Program Reactive,TRUE,Initiative 9,Product 1,Product Group 3,Compound 2,KOL,Study Support,2A1314E5,Sanchez,1877a9c0e8da4d3d8a,THERAPY 1,KOL,WCT-410177,21,FALSE,e99FT215749,Initiative 3,IJ202759,COMM
Digital,Mail,Other,29-01-2025,Clinical Program Reactive,TRUE,Initiative 9,Product 1,Product Group 1,Compound 3,KOL,Elite Launch Support,6DDA71D7,Sanchez,511fdf8fbef844c69b,THERAPY 1,Non KOL,WCT-410805,15,FALSE,e99FT718371,Initiative 8,IJ217933,COMM
